Город;Население;Площадь;Всего объявлений;Количество пунктов выдачи;Субиндекс
92052;295;26218;11;0.61
1493749;468;1573954;219;2.58
1008998;859353;1120279;114;2.22
443562;17677;431533;107;1.95
380632;35397;214987;58;1.13
932629;294908;3698492;162;7.93
